customer_id,age,gender,city,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,complaints,login_frequency,subscription_type,satisfaction_score,inactive_days,churn
C246,70,Female,Pune,47,86.33,3854.92,Monthly,Credit Card,DSL,7,4,29,Premium,6,52,Yes
C247,68,Male,Bengaluru,20,63.32,1323.24,Yearly,UPI,Fiber,3,0,9,Basic,1,29,No
C248,41,Male,Pune,24,72.99,1789.71,Yearly,UPI,None,3,2,17,Basic,10,28,No
C249,48,Female,Delhi,11,49.57,574.14,Yearly,UPI,DSL,6,0,7,Basic,10,49,Yes
C250,32,Male,Mumbai,18,73.76,1405.14,Yearly,UPI,DSL,2,4,27,Basic,1,14,No
C251,69,Female,Pune,28,105.9,2945.75,2-Year,Credit Card,DSL,8,4,14,Standard,10,6,No
C252,60,Female,Pune,20,70.77,1378.32,Yearly,Debit Card,None,4,2,22,Standard,5,12,No
C253,66,Male,Chennai,52,101.95,5220.05,2-Year,Debit Card,None,0,5,17,Basic,5,16,No
C254,43,Female,Chennai,38,79.34,2865.34,Yearly,Credit Card,None,7,5,13,Premium,9,19,Yes
C255,60,Male,Pune,7,95.39,691.79,Monthly,Credit Card,None,1,1,13,Standard,4,47,Yes
C256,44,Female,Delhi,17,69.06,1102.22,Yearly,UPI,None,1,3,30,Premium,4,32,No
C257,61,Female,Pune,27,106.15,2699.76,Monthly,Credit Card,DSL,7,1,12,Standard,3,49,Yes
C258,39,Male,Delhi,41,67.95,2656.41,Monthly,Credit Card,None,7,0,6,Basic,10,27,Yes
C259,43,Female,Coimbatore,25,75.71,1962.6,Monthly,UPI,DSL,3,0,23,Premium,1,40,Yes
C260,32,Female,Pune,9,72.82,635.05,Monthly,UPI,Fiber,4,3,25,Standard,9,38,Yes
C261,45,Male,Delhi,58,96.26,5283.72,Monthly,Bank Transfer,Fiber,3,5,6,Basic,4,46,Yes
C262,50,Male,Bengaluru,24,100.25,2357.95,Yearly,Debit Card,None,0,4,3,Premium,2,41,Yes
C263,21,Male,Kochi,29,76.99,2223.56,Monthly,Credit Card,Fiber,0,2,15,Premium,2,42,Yes
C264,57,Male,Kochi,54,73.6,4049.24,2-Year,Debit Card,Fiber,7,1,21,Basic,4,49,No
C265,51,Male,Delhi,46,40.24,1865.3,Monthly,Credit Card,None,5,1,2,Standard,1,42,Yes
C266,25,Female,Hyderabad,6,32.13,199.68,Yearly,Debit Card,None,7,2,10,Basic,8,3,No
C267,29,Male,Pune,24,54.71,1363.15,Yearly,UPI,Fiber,2,5,22,Basic,3,21,No
C268,46,Female,Bengaluru,24,42.37,1000.74,Yearly,Bank Transfer,DSL,7,3,22,Standard,3,7,Yes
C269,64,Male,Hyderabad,7,81.12,595.3,Monthly,Bank Transfer,Fiber,6,2,21,Premium,1,55,Yes
C270,64,Male,Coimbatore,59,109.32,6388.67,Monthly,UPI,DSL,5,0,24,Premium,9,49,Yes
C271,64,Male,Delhi,34,91.56,2911.44,Monthly,Credit Card,DSL,6,1,28,Standard,9,57,Yes
C272,21,Male,Hyderabad,33,105.93,3702.31,Yearly,UPI,DSL,3,2,10,Standard,1,32,No
C273,59,Female,Kochi,53,68.61,3811.61,Monthly,Bank Transfer,Fiber,7,2,5,Standard,8,47,Yes
C274,24,Female,Kochi,3,25.02,70.15,Yearly,Debit Card,None,3,5,23,Premium,8,60,Yes
C275,70,Male,Mumbai,55,78.21,4383.97,Monthly,Bank Transfer,None,5,5,16,Premium,2,6,Yes
C276,32,Male,Delhi,23,116.62,2592.99,Yearly,Debit Card,None,0,1,17,Basic,3,52,Yes
C277,64,Female,Bengaluru,17,42.82,778.05,Yearly,Bank Transfer,Fiber,3,5,12,Standard,2,48,Yes
C278,58,Male,Coimbatore,30,115.84,3272.05,Yearly,Bank Transfer,Fiber,0,4,15,Premium,10,30,Yes
C279,67,Male,Hyderabad,47,34.84,1678.75,Yearly,Debit Card,None,6,4,24,Standard,4,17,Yes
C280,39,Female,Coimbatore,52,64.21,3445.77,Monthly,Debit Card,None,5,5,25,Premium,9,40,Yes
C281,31,Female,Delhi,59,118.23,7143.08,Yearly,Credit Card,None,5,5,5,Premium,6,35,Yes
C282,54,Female,Pune,57,101.79,5823.13,Yearly,UPI,DSL,0,5,3,Basic,4,17,Yes
C283,28,Female,Pune,10,90.61,876.4,Yearly,UPI,DSL,1,4,29,Standard,9,55,Yes
C284,59,Female,Mumbai,33,100.89,3216.25,Yearly,UPI,DSL,6,5,12,Standard,9,3,No
C285,34,Male,Coimbatore,54,85.21,4755.61,Monthly,Debit Card,None,3,5,8,Premium,5,28,No
C286,61,Male,Hyderabad,12,36.34,404.03,Yearly,Debit Card,None,2,1,20,Standard,5,0,No
C287,63,Male,Chennai,10,81.7,852.77,2-Year,Debit Card,DSL,8,2,4,Premium,6,33,No
C288,29,Male,Hyderabad,27,63.32,1668.45,Monthly,Credit Card,None,5,2,11,Standard,4,60,Yes
C289,51,Female,Chennai,8,67.34,573.59,Yearly,Credit Card,Fiber,5,3,27,Premium,2,24,Yes
C290,64,Female,Chennai,59,98.2,5807.06,Monthly,Bank Transfer,DSL,4,5,8,Basic,6,32,Yes
C291,24,Male,Chennai,41,88.68,3795.03,Monthly,Bank Transfer,Fiber,8,5,30,Basic,7,41,Yes
C292,22,Male,Chennai,30,28.6,799.42,Yearly,Credit Card,DSL,1,4,28,Premium,4,58,Yes
C293,42,Female,Kochi,28,62.0,1629.98,Monthly,UPI,None,1,5,20,Premium,1,44,Yes
C294,40,Male,Pune,51,82.62,4066.32,Yearly,Bank Transfer,DSL,0,3,7,Standard,9,14,No
C295,43,Female,Hyderabad,20,111.85,2342.59,Yearly,Debit Card,Fiber,8,1,5,Premium,1,0,Yes
C296,43,Male,Pune,14,110.84,1512.99,Yearly,Bank Transfer,None,2,1,7,Premium,4,39,Yes
C297,30,Male,Hyderabad,43,105.96,4812.44,Yearly,Bank Transfer,None,1,2,23,Premium,2,16,No
C298,64,Female,Delhi,23,87.27,1878.76,Monthly,UPI,Fiber,7,3,12,Standard,10,42,Yes
C299,55,Male,Delhi,52,65.69,3145.25,Monthly,Credit Card,Fiber,6,2,28,Premium,6,8,Yes
C300,39,Female,Coimbatore,29,54.02,1579.53,Monthly,Credit Card,None,1,2,29,Premium,3,57,Yes
C301,34,Male,Bengaluru,58,73.18,3926.07,Monthly,Bank Transfer,None,0,4,10,Basic,9,57,Yes
C302,48,Male,Delhi,26,98.35,2652.52,Monthly,Debit Card,Fiber,8,4,4,Standard,7,23,Yes
C303,60,Male,Hyderabad,49,67.39,3132.59,Monthly,Credit Card,None,7,2,3,Premium,4,48,Yes
C304,22,Female,Delhi,15,44.64,713.28,Monthly,Debit Card,DSL,7,0,3,Standard,6,6,Yes
C305,51,Female,Pune,38,41.52,1616.55,Monthly,Debit Card,None,1,4,10,Premium,7,58,Yes
C306,43,Female,Delhi,32,109.28,3220.89,Yearly,Credit Card,DSL,3,0,18,Basic,5,13,No
C307,28,Female,Bengaluru,43,102.06,4543.24,Monthly,Bank Transfer,None,7,1,20,Standard,3,41,Yes
C308,19,Male,Chennai,9,40.31,370.31,Yearly,UPI,None,0,1,10,Basic,3,33,Yes
C309,56,Male,Pune,6,82.62,493.45,Monthly,Bank Transfer,Fiber,6,4,6,Basic,10,52,Yes
C310,57,Female,Hyderabad,47,112.62,5374.89,Yearly,UPI,Fiber,6,1,5,Standard,1,12,No
C311,50,Female,Hyderabad,39,70.21,2788.46,Monthly,UPI,None,1,0,17,Premium,3,57,Yes
C312,70,Male,Kochi,34,108.11,3791.98,Monthly,Bank Transfer,Fiber,6,2,20,Standard,10,6,Yes
C313,34,Female,Mumbai,59,51.91,3247.32,2-Year,Bank Transfer,DSL,0,5,25,Basic,1,36,No
C314,51,Male,Kochi,42,101.41,4197.1,Monthly,UPI,Fiber,4,2,29,Standard,9,27,No
C315,57,Female,Kochi,49,77.45,3830.0,Monthly,Credit Card,DSL,8,3,10,Premium,5,36,Yes
C316,63,Female,Hyderabad,55,36.31,1910.7,2-Year,Credit Card,Fiber,8,3,27,Basic,6,51,No
C317,62,Male,Hyderabad,25,25.5,595.79,2-Year,Credit Card,DSL,6,0,4,Premium,5,14,No
C318,56,Male,Kochi,60,83.33,5016.6,2-Year,UPI,Fiber,7,3,2,Premium,4,54,Yes
C319,69,Female,Mumbai,3,73.5,227.5,Yearly,Credit Card,None,5,1,22,Basic,1,10,No
C320,35,Female,Delhi,43,80.68,3479.09,Monthly,UPI,Fiber,4,5,28,Premium,9,58,Yes
C321,40,Female,Mumbai,39,68.2,2618.93,2-Year,UPI,DSL,6,4,5,Basic,9,4,No
C322,39,Male,Pune,57,100.37,5492.38,Monthly,Bank Transfer,DSL,7,1,26,Premium,6,49,Yes
C323,47,Male,Coimbatore,8,61.35,513.47,Monthly,Credit Card,None,3,2,15,Premium,6,33,Yes
C324,62,Female,Mumbai,19,89.0,1777.87,Monthly,UPI,None,7,2,13,Basic,4,57,Yes
C325,29,Male,Coimbatore,48,94.87,4825.34,Monthly,Credit Card,Fiber,3,4,13,Basic,3,49,Yes
C326,23,Female,Chennai,49,116.01,6001.01,2-Year,Debit Card,None,7,4,29,Standard,5,31,No
C327,66,Female,Kochi,15,37.18,560.0,Yearly,Bank Transfer,DSL,0,4,13,Premium,7,55,No
C328,29,Female,Bengaluru,45,54.99,2279.92,Monthly,Credit Card,DSL,1,2,13,Premium,10,55,No
C329,53,Female,Mumbai,18,83.24,1466.18,Monthly,Bank Transfer,DSL,6,5,26,Basic,6,23,Yes
C330,35,Female,Hyderabad,37,79.71,2821.19,Monthly,UPI,None,3,4,15,Standard,7,12,No
C331,65,Male,Coimbatore,52,65.04,3184.28,Monthly,Debit Card,DSL,4,4,29,Standard,10,3,No
C332,62,Male,Chennai,14,70.27,1004.22,Yearly,Bank Transfer,None,4,2,13,Standard,9,35,No
C333,34,Female,Chennai,27,107.4,3114.67,Monthly,Credit Card,None,8,1,26,Premium,5,22,Yes
C334,50,Female,Coimbatore,57,83.3,4720.56,Monthly,Credit Card,Fiber,5,3,22,Premium,10,36,Yes
C335,22,Male,Hyderabad,22,55.1,1171.73,Monthly,Debit Card,None,6,2,30,Premium,8,49,Yes
C336,41,Female,Kochi,11,27.19,309.99,Monthly,Debit Card,None,1,1,7,Premium,7,6,No
C337,48,Male,Chennai,50,97.67,4557.87,Monthly,Debit Card,None,1,5,30,Basic,7,19,Yes
C338,65,Female,Coimbatore,41,75.04,2914.49,Monthly,UPI,None,5,3,16,Standard,9,59,Yes
C339,46,Male,Hyderabad,38,84.95,3298.27,Yearly,Bank Transfer,None,8,2,13,Premium,8,34,No
C340,23,Female,Pune,24,39.79,880.18,Monthly,Credit Card,DSL,7,4,2,Standard,8,60,Yes
C341,37,Male,Kochi,52,46.97,2249.87,Monthly,Debit Card,Fiber,8,3,14,Standard,4,10,Yes
C342,59,Female,Kochi,15,65.11,935.95,Monthly,Debit Card,DSL,8,2,15,Premium,4,54,Yes
C343,26,Female,Bengaluru,41,68.01,2877.85,Monthly,Bank Transfer,Fiber,0,1,3,Standard,9,1,No
C344,24,Female,Pune,9,94.08,810.52,Yearly,Credit Card,Fiber,3,2,15,Standard,5,50,Yes
C345,41,Female,Chennai,22,96.3,1998.63,Monthly,Debit Card,DSL,8,3,7,Basic,4,57,Yes
C346,70,Female,Chennai,8,92.89,729.42,2-Year,Bank Transfer,Fiber,0,1,16,Premium,2,33,Yes
C347,31,Female,Kochi,44,113.94,4739.52,2-Year,UPI,None,8,0,10,Premium,8,40,No
C348,41,Male,Mumbai,8,66.25,488.88,Monthly,Debit Card,None,6,1,2,Basic,1,37,Yes
C349,48,Male,Delhi,50,39.98,1868.31,Monthly,Debit Card,None,0,2,22,Basic,3,44,Yes
C350,24,Male,Coimbatore,15,78.04,1197.69,Monthly,Debit Card,DSL,3,0,24,Premium,7,22,No
C351,34,Male,Coimbatore,46,53.0,2514.86,Monthly,Credit Card,None,8,2,12,Basic,8,17,Yes
C352,56,Male,Bengaluru,34,53.09,1736.71,Monthly,Debit Card,DSL,8,3,25,Basic,3,56,Yes
C353,41,Male,Delhi,47,116.88,5773.78,Monthly,Credit Card,None,7,4,6,Premium,10,18,Yes
C354,59,Female,Bengaluru,7,31.33,231.07,Monthly,Credit Card,Fiber,3,0,17,Basic,4,6,Yes
C355,59,Female,Coimbatore,34,81.08,2557.83,Yearly,Credit Card,None,1,0,8,Premium,8,59,Yes
C356,23,Female,Chennai,24,114.13,2702.29,Yearly,Debit Card,None,4,4,3,Basic,2,53,Yes
C357,31,Male,Bengaluru,47,61.61,2753.49,Monthly,Credit Card,None,2,4,25,Premium,9,26,Yes
C358,67,Female,Coimbatore,45,108.87,4637.97,Yearly,Credit Card,None,8,2,23,Standard,3,34,Yes
C359,46,Female,Delhi,36,55.84,1968.98,2-Year,Bank Transfer,None,3,4,19,Standard,4,24,No
C360,65,Female,Delhi,29,62.72,1884.74,Monthly,Debit Card,None,8,1,30,Basic,5,0,No
C361,32,Male,Delhi,2,114.62,241.06,Yearly,Credit Card,Fiber,7,2,6,Basic,3,16,Yes
C362,55,Male,Mumbai,17,33.73,564.22,Yearly,Credit Card,None,5,3,7,Basic,8,52,Yes
C363,62,Male,Pune,3,79.75,223.11,Yearly,UPI,DSL,6,3,29,Standard,2,55,Yes
C364,65,Male,Kochi,4,28.91,116.38,Monthly,Credit Card,DSL,3,1,3,Premium,7,28,Yes
C365,54,Male,Mumbai,28,62.46,1645.96,Monthly,UPI,DSL,0,4,14,Premium,5,5,Yes
C366,45,Male,Hyderabad,31,71.35,2265.73,Yearly,Credit Card,None,8,1,9,Premium,2,17,Yes
C367,38,Male,Bengaluru,43,59.7,2439.97,Monthly,Debit Card,None,0,2,7,Premium,6,39,Yes
C368,69,Female,Hyderabad,29,102.73,2836.02,Monthly,Debit Card,Fiber,1,0,25,Premium,1,15,Yes
C369,27,Female,Chennai,22,35.57,776.29,Yearly,UPI,DSL,8,1,8,Basic,9,33,Yes
C370,53,Female,Hyderabad,45,26.75,1219.74,Yearly,UPI,DSL,0,2,8,Basic,10,17,No
C371,59,Male,Bengaluru,25,87.98,2344.8,Yearly,Debit Card,Fiber,4,5,14,Basic,4,24,Yes
C372,63,Male,Delhi,32,75.5,2294.78,2-Year,Bank Transfer,None,0,0,9,Premium,9,19,No
C373,43,Male,Chennai,23,58.76,1308.74,Yearly,Debit Card,Fiber,4,3,30,Premium,1,60,Yes
C374,35,Male,Hyderabad,22,87.41,1796.19,2-Year,Bank Transfer,None,3,3,9,Premium,10,9,No
C375,37,Female,Coimbatore,35,86.98,3083.77,Monthly,Credit Card,Fiber,8,1,15,Standard,3,41,Yes
C376,28,Female,Bengaluru,36,93.35,3190.76,Monthly,Credit Card,None,5,3,15,Basic,5,28,Yes
C377,70,Female,Hyderabad,50,37.5,1732.86,Monthly,Debit Card,None,3,4,9,Premium,4,43,Yes
C378,23,Female,Hyderabad,33,69.53,2349.4,Yearly,Credit Card,DSL,7,1,7,Standard,4,14,No
C379,66,Male,Pune,27,88.78,2283.09,Monthly,Credit Card,Fiber,7,4,17,Basic,6,55,Yes
C380,33,Female,Kochi,50,94.86,4652.22,Monthly,Debit Card,DSL,8,4,22,Premium,1,33,Yes
C381,47,Male,Mumbai,34,118.46,3730.72,Monthly,Bank Transfer,None,0,1,11,Premium,8,25,Yes
C382,67,Female,Coimbatore,11,83.25,850.48,Monthly,Credit Card,DSL,7,0,25,Premium,9,7,Yes
C383,55,Male,Kochi,27,27.37,733.51,Monthly,Credit Card,DSL,4,2,24,Basic,3,45,Yes
C384,23,Male,Coimbatore,41,74.76,3008.31,Monthly,Credit Card,DSL,6,0,26,Premium,3,58,Yes
C385,60,Male,Hyderabad,56,98.07,5097.65,Monthly,Debit Card,DSL,7,2,22,Premium,3,7,Yes
C386,30,Male,Pune,1,106.26,107.0,Monthly,UPI,None,3,1,20,Standard,8,29,Yes
C387,23,Male,Mumbai,57,83.88,4825.18,Monthly,Credit Card,Fiber,2,0,22,Basic,6,2,No
C388,20,Female,Delhi,59,35.34,2249.77,Monthly,Credit Card,None,8,1,16,Standard,10,23,Yes
C389,23,Female,Delhi,24,102.93,2572.47,2-Year,UPI,DSL,2,0,24,Standard,5,21,No
C390,51,Male,Mumbai,40,79.28,3414.42,Monthly,UPI,DSL,4,3,21,Premium,6,16,Yes
C391,57,Female,Hyderabad,40,74.37,3037.56,Yearly,Bank Transfer,Fiber,3,5,11,Premium,4,0,No
C392,47,Male,Mumbai,52,64.39,3104.79,Yearly,Debit Card,None,3,0,22,Premium,4,44,No
C393,68,Male,Pune,20,55.77,1027.26,Monthly,Debit Card,DSL,0,1,8,Standard,6,53,No
C394,61,Female,Coimbatore,52,37.9,1862.13,Monthly,Bank Transfer,None,7,3,25,Standard,1,53,Yes
C395,54,Female,Chennai,14,56.51,843.82,Yearly,Debit Card,Fiber,4,0,12,Basic,7,40,No
C396,28,Female,Hyderabad,39,99.32,3754.66,Monthly,Debit Card,None,4,3,4,Basic,8,56,Yes
C397,46,Female,Mumbai,34,35.66,1267.72,Monthly,Credit Card,Fiber,8,0,27,Standard,8,57,Yes
C398,30,Female,Coimbatore,47,54.48,2489.82,2-Year,UPI,None,2,1,25,Premium,1,29,No
C399,51,Male,Chennai,20,90.27,1832.64,2-Year,UPI,DSL,0,0,18,Standard,5,1,No
C400,37,Male,Delhi,13,51.28,647.35,Monthly,Bank Transfer,None,4,1,7,Basic,5,7,No
C401,57,Male,Mumbai,35,55.26,1823.18,Monthly,Debit Card,None,2,0,11,Basic,10,57,No
C402,46,Male,Hyderabad,2,89.17,167.1,Monthly,UPI,Fiber,6,1,24,Standard,10,57,Yes
C403,62,Female,Delhi,20,43.82,912.63,Monthly,UPI,DSL,2,0,28,Premium,8,6,No
C404,61,Female,Coimbatore,15,38.65,616.46,2-Year,Debit Card,DSL,2,5,23,Standard,6,50,No
C405,38,Female,Coimbatore,2,35.72,71.2,Monthly,Credit Card,DSL,2,4,5,Standard,7,52,Yes
C406,24,Female,Bengaluru,51,68.79,3559.11,Monthly,Credit Card,None,8,1,17,Basic,7,4,No
C407,70,Female,Kochi,37,76.73,2719.16,Yearly,UPI,None,7,0,20,Premium,10,29,No
C408,24,Female,Hyderabad,20,31.61,592.62,2-Year,Bank Transfer,DSL,0,0,8,Standard,3,56,No
C409,66,Male,Hyderabad,43,75.47,3188.09,Monthly,Bank Transfer,Fiber,5,2,20,Basic,5,58,Yes
C410,45,Female,Bengaluru,38,118.71,4441.83,Monthly,Credit Card,DSL,5,4,3,Basic,1,45,Yes
C411,40,Male,Pune,56,66.01,3749.89,Monthly,Debit Card,None,6,3,15,Standard,9,13,Yes
C412,48,Male,Mumbai,36,112.83,4282.82,Monthly,Credit Card,DSL,2,1,2,Premium,2,41,Yes
C413,64,Female,Kochi,9,86.01,763.67,Monthly,Bank Transfer,None,6,4,7,Premium,8,32,Yes
C414,70,Female,Kochi,23,65.35,1384.59,Monthly,Bank Transfer,None,8,2,15,Basic,9,36,Yes
C415,20,Female,Delhi,8,116.37,868.41,Yearly,Debit Card,DSL,1,4,30,Premium,10,5,No
C416,58,Male,Pune,40,57.64,2408.35,Monthly,Bank Transfer,DSL,7,4,25,Premium,6,26,Yes
C417,69,Female,Pune,11,112.67,1288.83,Monthly,Debit Card,Fiber,7,4,7,Premium,10,3,Yes
C418,36,Male,Pune,32,73.03,2468.37,Monthly,Debit Card,DSL,4,2,29,Basic,5,0,No
C419,56,Male,Hyderabad,43,101.74,4207.7,Monthly,Credit Card,DSL,8,0,12,Basic,2,9,Yes
C420,70,Male,Coimbatore,49,98.18,4609.11,2-Year,Bank Transfer,None,2,1,20,Premium,6,3,No
C421,66,Male,Chennai,11,70.24,769.71,Monthly,Credit Card,DSL,6,3,10,Premium,3,33,Yes
C422,18,Female,Coimbatore,25,116.37,2994.38,Yearly,UPI,Fiber,5,3,21,Premium,5,21,Yes
C423,69,Male,Pune,42,68.81,2971.08,Yearly,Credit Card,None,3,4,12,Premium,3,20,No
C424,61,Male,Bengaluru,1,74.9,77.12,Monthly,Debit Card,Fiber,4,2,8,Premium,1,1,Yes
C425,21,Male,Bengaluru,46,33.21,1553.25,2-Year,Bank Transfer,None,2,0,24,Premium,3,16,No
C426,60,Male,Coimbatore,60,98.09,6066.41,2-Year,Debit Card,DSL,1,2,26,Basic,1,24,No
C427,21,Female,Pune,12,71.71,919.53,Monthly,Bank Transfer,Fiber,7,0,6,Premium,9,49,Yes
C428,57,Male,Coimbatore,46,28.31,1212.75,Monthly,Debit Card,DSL,7,1,22,Basic,1,59,Yes
C429,42,Female,Hyderabad,45,62.18,2575.91,Monthly,Bank Transfer,DSL,6,5,26,Standard,2,34,Yes
C430,42,Female,Bengaluru,37,119.2,4292.86,Monthly,Debit Card,DSL,1,2,19,Basic,6,5,Yes
C431,66,Female,Mumbai,12,116.91,1439.0,Yearly,Debit Card,None,1,5,24,Standard,6,31,No
C432,58,Female,Mumbai,9,27.41,266.28,Monthly,Credit Card,DSL,1,4,22,Standard,5,31,Yes
C433,69,Female,Chennai,3,57.08,177.3,Monthly,Bank Transfer,Fiber,8,3,23,Basic,9,9,Yes
C434,32,Male,Chennai,48,87.11,4162.03,Monthly,UPI,Fiber,2,0,7,Premium,1,57,Yes
C435,68,Male,Coimbatore,40,81.15,3411.05,Monthly,UPI,Fiber,3,0,27,Standard,4,27,Yes
C436,65,Female,Delhi,8,79.72,600.75,2-Year,Credit Card,Fiber,2,2,4,Premium,2,17,No
C437,44,Male,Delhi,36,48.15,1756.14,Monthly,Credit Card,Fiber,6,1,2,Premium,8,5,No
C438,29,Male,Pune,27,100.26,2696.63,Yearly,Credit Card,Fiber,4,4,16,Basic,7,15,Yes
C439,57,Male,Hyderabad,46,115.28,5410.8,Monthly,Debit Card,DSL,0,4,9,Standard,4,7,Yes
C440,24,Female,Mumbai,30,87.64,2535.15,Yearly,Credit Card,Fiber,7,3,7,Basic,3,42,Yes
C441,21,Female,Pune,14,56.76,833.44,Monthly,Bank Transfer,Fiber,0,4,7,Basic,3,50,Yes
C442,50,Male,Bengaluru,58,67.26,3950.87,Monthly,Bank Transfer,Fiber,5,1,26,Premium,2,20,Yes
C443,33,Female,Mumbai,25,31.99,810.64,2-Year,UPI,DSL,3,4,16,Basic,3,24,No
C444,47,Male,Delhi,18,37.09,688.15,Monthly,UPI,DSL,1,3,16,Basic,7,10,Yes
C445,32,Female,Hyderabad,51,115.51,6273.29,Yearly,Credit Card,Fiber,8,3,29,Standard,4,37,Yes
C446,47,Female,Chennai,47,107.9,4866.69,Monthly,Bank Transfer,None,2,4,30,Basic,1,26,Yes
C447,20,Female,Chennai,28,70.53,2069.01,Monthly,UPI,DSL,3,0,19,Standard,1,44,Yes
C448,31,Male,Delhi,19,119.9,2101.66,Monthly,Debit Card,Fiber,7,4,25,Premium,10,1,Yes
C449,47,Male,Kochi,12,60.19,718.15,Yearly,UPI,None,6,5,12,Basic,9,2,No
C450,66,Female,Mumbai,51,83.94,4168.4,Yearly,UPI,None,5,0,5,Premium,7,23,No
C451,20,Female,Delhi,12,91.96,1114.25,Yearly,Credit Card,Fiber,3,4,5,Standard,8,47,Yes
C452,55,Male,Mumbai,21,50.4,1088.92,Monthly,Debit Card,Fiber,5,2,16,Basic,8,32,Yes
C453,25,Female,Pune,29,100.99,3137.41,Yearly,UPI,Fiber,1,0,14,Standard,3,18,Yes
C454,22,Male,Hyderabad,18,39.06,663.76,Monthly,Credit Card,None,0,2,15,Premium,9,59,No
C455,40,Female,Coimbatore,48,52.69,2352.26,Yearly,Credit Card,None,5,3,20,Premium,6,41,Yes
C456,38,Female,Coimbatore,30,37.54,1178.34,Monthly,Credit Card,DSL,7,2,11,Basic,1,9,Yes
C457,47,Male,Hyderabad,46,42.32,1845.6,Monthly,Credit Card,Fiber,1,0,12,Basic,10,8,No
C458,41,Male,Mumbai,36,88.23,3419.21,Yearly,Credit Card,DSL,8,1,19,Standard,5,7,No
C459,43,Female,Hyderabad,30,39.83,1284.79,2-Year,Debit Card,None,4,3,30,Premium,5,60,No
C460,54,Male,Coimbatore,22,94.51,2212.35,Yearly,Credit Card,None,1,2,2,Premium,7,39,No
C461,46,Female,Bengaluru,21,85.92,1828.41,Monthly,Credit Card,DSL,0,0,19,Basic,8,43,Yes
C462,23,Female,Mumbai,32,82.48,2826.61,Monthly,Debit Card,DSL,6,2,14,Basic,6,0,Yes
C463,40,Female,Coimbatore,56,45.49,2705.51,Yearly,Bank Transfer,DSL,2,5,30,Standard,7,46,No
C464,26,Male,Hyderabad,14,118.9,1671.34,Monthly,Debit Card,Fiber,6,0,2,Premium,7,40,Yes
C465,44,Male,Coimbatore,46,111.91,4900.15,Yearly,Bank Transfer,DSL,7,0,28,Premium,5,53,No
C466,49,Female,Mumbai,2,39.63,76.73,Yearly,Bank Transfer,Fiber,4,3,7,Premium,8,58,Yes
C467,33,Male,Bengaluru,49,119.46,5447.75,Monthly,Debit Card,None,6,2,22,Standard,8,44,Yes
C468,41,Male,Pune,11,38.88,425.01,Yearly,Credit Card,DSL,0,2,13,Basic,7,40,Yes
C469,40,Male,Pune,19,113.95,2169.85,Monthly,Credit Card,Fiber,2,4,12,Premium,6,52,Yes
C470,69,Female,Pune,44,59.44,2629.76,Yearly,Debit Card,Fiber,2,4,11,Basic,6,49,No
C471,39,Male,Bengaluru,14,46.01,612.03,Monthly,UPI,DSL,1,0,28,Standard,3,59,Yes
C472,40,Female,Delhi,9,109.52,1001.08,Yearly,Debit Card,Fiber,4,0,25,Premium,2,14,No
C473,62,Male,Mumbai,20,37.37,697.01,Monthly,UPI,Fiber,7,3,3,Basic,4,6,Yes
C474,60,Male,Coimbatore,8,29.11,225.49,2-Year,UPI,Fiber,3,4,30,Basic,4,11,Yes
C475,19,Male,Hyderabad,55,51.35,2860.29,Yearly,Debit Card,Fiber,3,4,20,Premium,2,6,Yes
C476,66,Male,Mumbai,46,51.78,2534.95,Monthly,UPI,None,3,4,29,Basic,8,23,Yes
C477,29,Female,Bengaluru,12,118.22,1401.41,Yearly,Credit Card,DSL,5,0,16,Basic,2,33,Yes
C478,66,Female,Pune,36,32.81,1179.97,Yearly,Bank Transfer,DSL,4,5,28,Standard,8,14,No
C479,36,Female,Mumbai,55,104.9,5747.05,Monthly,Debit Card,Fiber,7,5,5,Basic,7,28,Yes
C480,61,Male,Bengaluru,10,91.03,979.86,Monthly,Credit Card,Fiber,3,2,8,Standard,10,54,Yes
C481,25,Male,Kochi,47,97.66,4785.35,Monthly,Debit Card,None,5,3,23,Standard,10,60,Yes
C482,49,Female,Hyderabad,50,36.61,1827.38,Monthly,Credit Card,None,0,0,25,Basic,1,53,No
C483,61,Male,Hyderabad,25,56.06,1357.27,Yearly,UPI,Fiber,8,3,27,Premium,8,12,No
C484,49,Female,Pune,35,106.67,3761.3,Monthly,UPI,DSL,6,3,12,Basic,7,28,Yes
C485,20,Male,Pune,57,71.69,3847.35,Yearly,Bank Transfer,DSL,7,5,19,Basic,9,36,No
C486,53,Male,Chennai,26,81.15,2068.65,Monthly,Debit Card,DSL,0,0,20,Standard,1,8,Yes
C487,40,Male,Delhi,25,57.79,1411.78,Monthly,Debit Card,Fiber,3,1,9,Premium,5,37,No
C488,62,Male,Pune,8,26.87,208.98,Monthly,Bank Transfer,None,8,3,10,Standard,1,44,Yes
C489,19,Female,Kochi,37,79.39,3082.34,Monthly,UPI,None,3,2,17,Premium,9,51,Yes
C490,39,Male,Pune,24,44.17,1083.05,2-Year,UPI,None,4,2,3,Basic,5,36,No
C491,32,Male,Bengaluru,38,31.39,1250.3,Monthly,Bank Transfer,DSL,5,0,22,Basic,5,32,Yes
