customer_id,age,gender,city,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,complaints,login_frequency,subscription_type,satisfaction_score,inactive_days,churn,tenure_years,calculated_monthly_charge,support_complaint_ratio,churn_encoded
C175,46,Female,Pune,7,42.8,297.15,Monthly,Bank Transfer,Fiber,1,2,19,Basic,2,38,Yes,0.5833333333333334,42.449999999999996,2.0,1
C176,38,Female,Chennai,19,99.02,1949.06,Monthly,Credit Card,No Internet,2,5,14,Premium,3,8,Yes,1.5833333333333333,102.58210526315789,2.5,1
C177,35,Female,Hyderabad,5,51.22,247.89,Monthly,UPI,DSL,3,5,22,Standard,8,38,Yes,0.4166666666666667,49.577999999999996,1.6666666666666667,1
C178,47,Male,Hyderabad,20,62.59,1320.22,Monthly,Bank Transfer,DSL,5,3,28,Standard,10,8,Yes,1.6666666666666667,66.011,0.6,1
C179,56,Male,Coimbatore,21,62.83,1281.25,Monthly,Bank Transfer,No Internet,5,3,10,Basic,7,23,Yes,1.75,61.01190476190476,0.6,1
C180,54,Male,Hyderabad,44,27.56,1256.72,Yearly,Credit Card,DSL,1,3,23,Standard,8,8,No,3.6666666666666665,28.561818181818182,3.0,0
C181,33,Female,Hyderabad,46,60.81,2774.46,Monthly,Bank Transfer,No Internet,8,4,29,Standard,7,34,Yes,3.8333333333333335,60.31434782608696,0.5,1
C182,41,Male,Bengaluru,50,88.15,4172.2,Monthly,UPI,No Internet,6,2,27,Premium,7,6,No,4.166666666666667,83.444,0.3333333333333333,0
C183,34,Male,Mumbai,29,68.99,2058.19,Monthly,Credit Card,DSL,7,0,11,Basic,7,58,Yes,2.4166666666666665,70.97206896551724,0.0,1
C184,25,Male,Delhi,20,99.51,1996.92,Monthly,Debit Card,DSL,7,5,24,Basic,8,20,Yes,1.6666666666666667,99.846,0.7142857142857143,1
C185,20,Male,Chennai,55,35.39,2039.9,Monthly,Credit Card,No Internet,8,1,12,Basic,9,27,Yes,4.583333333333333,37.08909090909091,0.125,1
C186,32,Female,Hyderabad,12,66.05,732.89,Yearly,Credit Card,DSL,6,3,2,Premium,4,13,Yes,1.0,61.07416666666666,0.5,1
C187,63,Male,Bengaluru,52,42.76,2161.61,2-Year,Bank Transfer,Fiber,7,4,22,Standard,6,38,No,4.333333333333333,41.56942307692308,0.5714285714285714,0
C188,43,Male,Delhi,23,83.65,2020.53,Yearly,Debit Card,No Internet,1,5,6,Premium,6,7,No,1.9166666666666667,87.84913043478261,5.0,0
C189,25,Male,Delhi,45,61.9,2828.48,Monthly,Bank Transfer,DSL,7,5,19,Basic,3,35,Yes,3.75,62.855111111111114,0.7142857142857143,1
C190,36,Male,Hyderabad,21,83.84,1863.61,Yearly,UPI,DSL,3,3,19,Basic,9,41,Yes,1.75,88.74333333333333,1.0,1
C191,61,Female,Kochi,46,71.43,3066.38,Yearly,UPI,Fiber,0,2,9,Standard,9,18,No,3.8333333333333335,66.6604347826087,2.0,0
C192,47,Female,Bengaluru,37,98.64,3838.46,Monthly,Debit Card,No Internet,7,4,8,Basic,7,6,Yes,3.0833333333333335,103.74216216216216,0.5714285714285714,1
C193,59,Male,Pune,56,67.72,3700.44,2-Year,UPI,DSL,3,1,27,Basic,10,44,No,4.666666666666667,66.07928571428572,0.3333333333333333,0
C194,63,Female,Hyderabad,40,44.63,1701.49,Monthly,UPI,No Internet,8,2,21,Standard,9,10,No,3.3333333333333335,42.53725,0.25,0
C195,63,Female,Pune,37,106.51,4246.99,Monthly,UPI,Fiber,0,2,29,Standard,3,44,Yes,3.0833333333333335,114.78351351351351,2.0,1
C196,33,Male,Delhi,54,105.14,5580.09,Monthly,Credit Card,No Internet,4,5,15,Premium,7,28,No,4.5,103.33500000000001,1.25,0
C197,68,Male,Kochi,33,91.0,3184.29,Yearly,Bank Transfer,DSL,0,5,4,Standard,8,40,Yes,2.75,96.49363636363637,5.0,1
C198,40,Male,Kochi,14,103.36,1445.82,2-Year,Debit Card,DSL,8,4,6,Standard,10,54,Yes,1.1666666666666667,103.27285714285713,0.5,1
C199,39,Male,Chennai,7,104.49,674.82,Yearly,Credit Card,DSL,0,3,8,Standard,3,56,Yes,0.5833333333333334,96.40285714285714,3.0,1
C200,28,Female,Bengaluru,42,32.83,1415.15,Monthly,Credit Card,Fiber,4,5,24,Standard,4,27,Yes,3.5,33.69404761904762,1.25,1
C201,63,Male,Chennai,14,37.61,503.47,Monthly,Bank Transfer,Fiber,5,0,29,Basic,7,44,Yes,1.1666666666666667,35.96214285714286,0.0,1
C202,22,Male,Kochi,6,34.73,202.16,Yearly,Debit Card,Fiber,2,5,23,Standard,3,4,Yes,0.5,33.693333333333335,2.5,1
C203,18,Male,Coimbatore,23,84.67,1838.78,Yearly,Bank Transfer,No Internet,7,1,4,Premium,2,8,Yes,1.9166666666666667,79.94695652173912,0.14285714285714285,1
C204,55,Female,Delhi,28,38.28,1033.59,Monthly,UPI,Fiber,4,5,2,Premium,5,13,Yes,2.3333333333333335,36.91392857142857,1.25,1
C205,50,Male,Kochi,19,99.46,1978.57,Yearly,Credit Card,DSL,1,1,17,Standard,10,4,No,1.5833333333333333,104.13526315789473,1.0,0
C206,18,Female,Delhi,9,104.7,930.37,Monthly,Credit Card,DSL,0,4,4,Basic,1,16,Yes,0.75,103.37444444444445,4.0,1
C207,21,Female,Pune,41,97.88,3964.01,Yearly,Bank Transfer,Fiber,8,4,21,Premium,3,17,Yes,3.4166666666666665,96.68317073170732,0.5,1
C208,23,Male,Hyderabad,35,80.71,2943.82,Monthly,UPI,DSL,6,5,29,Premium,4,3,Yes,2.9166666666666665,84.10914285714286,0.8333333333333334,1
C209,45,Male,Coimbatore,40,54.38,2259.32,Yearly,Credit Card,Fiber,2,5,2,Basic,3,31,Yes,3.3333333333333335,56.483000000000004,2.5,1
C210,51,Female,Hyderabad,24,99.21,2292.95,Monthly,UPI,Fiber,6,2,18,Standard,2,16,Yes,2.0,95.53958333333333,0.3333333333333333,1
C211,54,Male,Coimbatore,30,30.27,960.31,Monthly,Credit Card,DSL,4,0,30,Basic,10,43,Yes,2.5,32.01033333333333,0.0,1
C212,32,Male,Chennai,55,48.23,2640.67,2-Year,Bank Transfer,Fiber,0,4,27,Basic,7,14,No,4.583333333333333,48.01218181818182,4.0,0
C213,44,Female,Pune,53,60.42,3203.31,Monthly,UPI,Fiber,8,0,14,Basic,2,56,Yes,4.416666666666667,60.439811320754714,0.0,1
C214,36,Female,Delhi,6,25.76,147.16,Yearly,Debit Card,No Internet,3,3,13,Premium,10,31,Yes,0.5,24.526666666666667,1.0,1
C215,67,Male,Mumbai,10,63.95,612.18,Monthly,Debit Card,No Internet,0,2,2,Premium,7,54,Yes,0.8333333333333334,61.217999999999996,2.0,1
C216,37,Male,Mumbai,34,64.88,2368.69,2-Year,Credit Card,No Internet,1,0,9,Standard,9,26,No,2.8333333333333335,69.66735294117647,0.0,0
C217,41,Female,Bengaluru,38,37.68,1505.14,Monthly,UPI,No Internet,0,3,23,Premium,3,15,Yes,3.1666666666666665,39.608947368421056,3.0,1
C218,38,Female,Delhi,21,47.19,1061.32,Monthly,Credit Card,No Internet,2,0,7,Basic,8,29,No,1.75,50.539047619047615,0.0,0
C219,25,Female,Mumbai,29,50.18,1366.72,Monthly,Credit Card,No Internet,0,1,28,Standard,6,9,No,2.4166666666666665,47.12827586206897,1.0,0
C220,33,Female,Kochi,33,53.39,1852.1,Monthly,Credit Card,Fiber,7,4,25,Standard,9,15,Yes,2.75,56.124242424242425,0.5714285714285714,1
C221,24,Male,Bengaluru,1,99.19,94.78,Monthly,Credit Card,DSL,1,4,20,Standard,5,58,Yes,0.08333333333333333,94.78,4.0,1
C222,19,Male,Mumbai,58,101.88,5523.28,Yearly,Debit Card,Fiber,7,0,7,Basic,10,27,No,4.833333333333333,95.22896551724138,0.0,0
C223,43,Female,Chennai,25,41.42,988.23,Yearly,Credit Card,DSL,7,1,3,Standard,10,39,No,2.0833333333333335,39.5292,0.14285714285714285,0
C224,59,Female,Coimbatore,27,70.51,1778.19,2-Year,Bank Transfer,Fiber,3,5,30,Standard,9,15,No,2.25,65.85888888888888,1.6666666666666667,0
C225,69,Male,Kochi,51,70.57,3761.13,Yearly,Debit Card,No Internet,5,3,10,Premium,3,1,No,4.25,73.74764705882353,0.6,0
C226,32,Male,Pune,4,69.81,272.87,Yearly,Credit Card,Fiber,3,5,9,Basic,5,34,Yes,0.3333333333333333,68.2175,1.6666666666666667,1
C227,65,Male,Mumbai,37,100.75,3641.15,Yearly,Credit Card,Fiber,5,5,24,Basic,6,58,Yes,3.0833333333333335,98.40945945945946,1.0,1
C228,63,Female,Hyderabad,37,104.49,4058.14,2-Year,Bank Transfer,No Internet,2,3,3,Standard,2,3,No,3.0833333333333335,109.67945945945945,1.5,0
C229,32,Male,Coimbatore,1,83.34,87.43,Monthly,Debit Card,No Internet,5,0,2,Basic,3,37,Yes,0.08333333333333333,87.43,0.0,1
C230,27,Male,Delhi,5,114.48,562.84,Monthly,UPI,DSL,5,1,7,Standard,7,50,Yes,0.4166666666666667,112.56800000000001,0.2,1
C231,49,Female,Hyderabad,46,90.89,4467.82,2-Year,Debit Card,Fiber,2,3,11,Premium,5,8,No,3.8333333333333335,97.12652173913042,1.5,0
C232,18,Female,Chennai,12,112.5,1450.99,Yearly,Credit Card,No Internet,1,3,6,Premium,6,47,No,1.0,120.91583333333334,3.0,0
C233,40,Female,Hyderabad,41,33.43,1416.46,2-Year,Debit Card,DSL,4,1,9,Basic,2,22,No,3.4166666666666665,34.54780487804878,0.25,0
C234,24,Male,Chennai,25,64.87,1535.17,Monthly,Bank Transfer,DSL,5,4,14,Standard,2,53,Yes,2.0833333333333335,61.406800000000004,0.8,1
C235,54,Male,Hyderabad,29,105.35,2954.9,Monthly,Debit Card,DSL,1,2,7,Basic,7,10,Yes,2.4166666666666665,101.89310344827587,2.0,1
C236,53,Male,Delhi,39,109.86,4424.73,2-Year,Bank Transfer,No Internet,6,1,3,Basic,2,21,No,3.25,113.45461538461538,0.16666666666666666,0
C237,30,Female,Pune,43,47.57,1898.11,Monthly,Bank Transfer,Fiber,5,0,15,Basic,2,18,Yes,3.5833333333333335,44.14209302325581,0.0,1
C238,58,Female,Mumbai,7,41.23,279.0,Monthly,UPI,DSL,4,3,17,Basic,8,57,Yes,0.5833333333333334,39.857142857142854,0.75,1
C239,23,Female,Hyderabad,24,60.09,1429.65,2-Year,Debit Card,DSL,4,1,28,Standard,5,36,No,2.0,59.56875,0.25,0
C240,66,Male,Bengaluru,43,76.44,3534.47,Monthly,Credit Card,No Internet,6,4,15,Basic,9,43,Yes,3.5833333333333335,82.19697674418605,0.6666666666666666,1
C241,48,Male,Coimbatore,20,110.76,2291.16,Monthly,Credit Card,Fiber,2,1,8,Standard,4,8,Yes,1.6666666666666667,114.55799999999999,0.5,1
C242,23,Female,Mumbai,53,104.24,5310.7,Yearly,UPI,Fiber,8,3,19,Standard,6,54,Yes,4.416666666666667,100.20188679245283,0.375,1
C243,47,Male,Kochi,8,39.08,317.04,Monthly,UPI,Fiber,1,2,29,Premium,9,56,Yes,0.6666666666666666,39.63,2.0,1
C244,44,Female,Kochi,42,82.85,3222.18,Monthly,Debit Card,DSL,6,0,14,Basic,6,44,Yes,3.5,76.71857142857142,0.0,1
C245,65,Female,Pune,58,57.1,3467.4,Monthly,Debit Card,DSL,1,1,6,Standard,5,47,No,4.833333333333333,59.782758620689656,1.0,0
C246,70,Female,Pune,47,86.33,3854.92,Monthly,Credit Card,DSL,7,4,29,Premium,6,52,Yes,3.9166666666666665,82.01957446808511,0.5714285714285714,1
C247,68,Male,Bengaluru,20,63.32,1323.24,Yearly,UPI,Fiber,3,0,9,Basic,1,29,No,1.6666666666666667,66.162,0.0,0
C248,41,Male,Pune,24,72.99,1789.71,Yearly,UPI,No Internet,3,2,17,Basic,10,28,No,2.0,74.57125,0.6666666666666666,0
C249,48,Female,Delhi,11,49.57,574.14,Yearly,UPI,DSL,6,0,7,Basic,10,49,Yes,0.9166666666666666,52.194545454545455,0.0,1
C250,32,Male,Mumbai,18,73.76,1405.14,Yearly,UPI,DSL,2,4,27,Basic,1,14,No,1.5,78.06333333333333,2.0,0
C251,69,Female,Pune,28,105.9,2945.75,2-Year,Credit Card,DSL,8,4,14,Standard,10,6,No,2.3333333333333335,105.20535714285714,0.5,0
C252,60,Female,Pune,20,70.77,1378.32,Yearly,Debit Card,No Internet,4,2,22,Standard,5,12,No,1.6666666666666667,68.916,0.5,0
C253,66,Male,Chennai,52,101.95,5220.05,2-Year,Debit Card,No Internet,0,5,17,Basic,5,16,No,4.333333333333333,100.38557692307693,5.0,0
C254,43,Female,Chennai,38,79.34,2865.34,Yearly,Credit Card,No Internet,7,5,13,Premium,9,19,Yes,3.1666666666666665,75.40368421052632,0.7142857142857143,1
C255,60,Male,Pune,7,95.39,691.79,Monthly,Credit Card,No Internet,1,1,13,Standard,4,47,Yes,0.5833333333333334,98.82714285714285,1.0,1
C256,44,Female,Delhi,17,69.06,1102.22,Yearly,UPI,No Internet,1,3,30,Premium,4,32,No,1.4166666666666667,64.8364705882353,3.0,0
C257,61,Female,Pune,27,106.15,2699.76,Monthly,Credit Card,DSL,7,1,12,Standard,3,49,Yes,2.25,99.99111111111112,0.14285714285714285,1
C258,39,Male,Delhi,41,67.95,2656.41,Monthly,Credit Card,No Internet,7,0,6,Basic,10,27,Yes,3.4166666666666665,64.79048780487804,0.0,1
C259,43,Female,Coimbatore,25,75.71,1962.6,Monthly,UPI,DSL,3,0,23,Premium,1,40,Yes,2.0833333333333335,78.50399999999999,0.0,1
C260,32,Female,Pune,9,72.82,635.05,Monthly,UPI,Fiber,4,3,25,Standard,9,38,Yes,0.75,70.5611111111111,0.75,1
C261,45,Male,Delhi,58,96.26,5283.72,Monthly,Bank Transfer,Fiber,3,5,6,Basic,4,46,Yes,4.833333333333333,91.09862068965518,1.6666666666666667,1
C262,50,Male,Bengaluru,24,100.25,2357.95,Yearly,Debit Card,No Internet,0,4,3,Premium,2,41,Yes,2.0,98.24791666666665,4.0,1
C263,21,Male,Kochi,29,76.99,2223.56,Monthly,Credit Card,Fiber,0,2,15,Premium,2,42,Yes,2.4166666666666665,76.67448275862068,2.0,1
C264,57,Male,Kochi,54,73.6,4049.24,2-Year,Debit Card,Fiber,7,1,21,Basic,4,49,No,4.5,74.98592592592593,0.14285714285714285,0
C265,51,Male,Delhi,46,40.24,1865.3,Monthly,Credit Card,No Internet,5,1,2,Standard,1,42,Yes,3.8333333333333335,40.55,0.2,1
C266,25,Female,Hyderabad,6,32.13,199.68,Yearly,Debit Card,No Internet,7,2,10,Basic,8,3,No,0.5,33.28,0.2857142857142857,0
C267,29,Male,Pune,24,54.71,1363.15,Yearly,UPI,Fiber,2,5,22,Basic,3,21,No,2.0,56.79791666666667,2.5,0
C268,46,Female,Bengaluru,24,42.37,1000.74,Yearly,Bank Transfer,DSL,7,3,22,Standard,3,7,Yes,2.0,41.6975,0.42857142857142855,1
C269,64,Male,Hyderabad,7,81.12,595.3,Monthly,Bank Transfer,Fiber,6,2,21,Premium,1,55,Yes,0.5833333333333334,85.04285714285713,0.3333333333333333,1
C270,64,Male,Coimbatore,59,109.32,6388.67,Monthly,UPI,DSL,5,0,24,Premium,9,49,Yes,4.916666666666667,108.28254237288135,0.0,1
C271,64,Male,Delhi,34,91.56,2911.44,Monthly,Credit Card,DSL,6,1,28,Standard,9,57,Yes,2.8333333333333335,85.63058823529411,0.16666666666666666,1
C272,21,Male,Hyderabad,33,105.93,3702.31,Yearly,UPI,DSL,3,2,10,Standard,1,32,No,2.75,112.19121212121212,0.6666666666666666,0
C273,59,Female,Kochi,53,68.61,3811.61,Monthly,Bank Transfer,Fiber,7,2,5,Standard,8,47,Yes,4.416666666666667,71.91716981132076,0.2857142857142857,1
C274,24,Female,Kochi,3,25.02,70.15,Yearly,Debit Card,No Internet,3,5,23,Premium,8,60,Yes,0.25,23.383333333333336,1.6666666666666667,1
C275,70,Male,Mumbai,55,78.21,4383.97,Monthly,Bank Transfer,No Internet,5,5,16,Premium,2,6,Yes,4.583333333333333,79.70854545454546,1.0,1
C276,32,Male,Delhi,23,116.62,2592.99,Yearly,Debit Card,No Internet,0,1,17,Basic,3,52,Yes,1.9166666666666667,112.7386956521739,1.0,1
C277,64,Female,Bengaluru,17,42.82,778.05,Yearly,Bank Transfer,Fiber,3,5,12,Standard,2,48,Yes,1.4166666666666667,45.76764705882353,1.6666666666666667,1
C278,58,Male,Coimbatore,30,115.84,3272.05,Yearly,Bank Transfer,Fiber,0,4,15,Premium,10,30,Yes,2.5,109.06833333333334,4.0,1
C279,67,Male,Hyderabad,47,34.84,1678.75,Yearly,Debit Card,No Internet,6,4,24,Standard,4,17,Yes,3.9166666666666665,35.71808510638298,0.6666666666666666,1
C280,39,Female,Coimbatore,52,64.21,3445.77,Monthly,Debit Card,No Internet,5,5,25,Premium,9,40,Yes,4.333333333333333,66.2648076923077,1.0,1
C281,31,Female,Delhi,59,118.23,7143.08,Yearly,Credit Card,No Internet,5,5,5,Premium,6,35,Yes,4.916666666666667,121.06915254237288,1.0,1
C282,54,Female,Pune,57,101.79,5823.13,Yearly,UPI,DSL,0,5,3,Basic,4,17,Yes,4.75,102.1601754385965,5.0,1
C283,28,Female,Pune,10,90.61,876.4,Yearly,UPI,DSL,1,4,29,Standard,9,55,Yes,0.8333333333333334,87.64,4.0,1
C284,59,Female,Mumbai,33,100.89,3216.25,Yearly,UPI,DSL,6,5,12,Standard,9,3,No,2.75,97.46212121212122,0.8333333333333334,0
C285,34,Male,Coimbatore,54,85.21,4755.61,Monthly,Debit Card,No Internet,3,5,8,Premium,5,28,No,4.5,88.06685185185185,1.6666666666666667,0
C286,61,Male,Hyderabad,12,36.34,404.03,Yearly,Debit Card,No Internet,2,1,20,Standard,5,0,No,1.0,33.66916666666666,0.5,0
C287,63,Male,Chennai,10,81.7,852.77,2-Year,Debit Card,DSL,8,2,4,Premium,6,33,No,0.8333333333333334,85.277,0.25,0
C288,29,Male,Hyderabad,27,63.32,1668.45,Monthly,Credit Card,No Internet,5,2,11,Standard,4,60,Yes,2.25,61.794444444444444,0.4,1
C289,51,Female,Chennai,8,67.34,573.59,Yearly,Credit Card,Fiber,5,3,27,Premium,2,24,Yes,0.6666666666666666,71.69875,0.6,1
C290,64,Female,Chennai,59,98.2,5807.06,Monthly,Bank Transfer,DSL,4,5,8,Basic,6,32,Yes,4.916666666666667,98.42474576271186,1.25,1
C291,24,Male,Chennai,41,88.68,3795.03,Monthly,Bank Transfer,Fiber,8,5,30,Basic,7,41,Yes,3.4166666666666665,92.56170731707317,0.625,1
C292,22,Male,Chennai,30,28.6,799.42,Yearly,Credit Card,DSL,1,4,28,Premium,4,58,Yes,2.5,26.647333333333332,4.0,1
C293,42,Female,Kochi,28,62.0,1629.98,Monthly,UPI,No Internet,1,5,20,Premium,1,44,Yes,2.3333333333333335,58.21357142857143,5.0,1
C294,40,Male,Pune,51,82.62,4066.32,Yearly,Bank Transfer,DSL,0,3,7,Standard,9,14,No,4.25,79.73176470588236,3.0,0
C295,43,Female,Hyderabad,20,111.85,2342.59,Yearly,Debit Card,Fiber,8,1,5,Premium,1,0,Yes,1.6666666666666667,117.12950000000001,0.125,1
C296,43,Male,Pune,14,110.84,1512.99,Yearly,Bank Transfer,No Internet,2,1,7,Premium,4,39,Yes,1.1666666666666667,108.07071428571429,0.5,1
C297,30,Male,Hyderabad,43,105.96,4812.44,Yearly,Bank Transfer,No Internet,1,2,23,Premium,2,16,No,3.5833333333333335,111.91720930232557,2.0,0
C298,64,Female,Delhi,23,87.27,1878.76,Monthly,UPI,Fiber,7,3,12,Standard,10,42,Yes,1.9166666666666667,81.68521739130435,0.42857142857142855,1
C299,55,Male,Delhi,52,65.69,3145.25,Monthly,Credit Card,Fiber,6,2,28,Premium,6,8,Yes,4.333333333333333,60.48557692307692,0.3333333333333333,1
C300,39,Female,Coimbatore,29,54.02,1579.53,Monthly,Credit Card,No Internet,1,2,29,Premium,3,57,Yes,2.4166666666666665,54.46655172413793,2.0,1
C301,34,Male,Bengaluru,58,73.18,3926.07,Monthly,Bank Transfer,No Internet,0,4,10,Basic,9,57,Yes,4.833333333333333,67.69086206896552,4.0,1
C302,48,Male,Delhi,26,98.35,2652.52,Monthly,Debit Card,Fiber,8,4,4,Standard,7,23,Yes,2.1666666666666665,102.02,0.5,1
C303,60,Male,Hyderabad,49,67.39,3132.59,Monthly,Credit Card,No Internet,7,2,3,Premium,4,48,Yes,4.083333333333333,63.93040816326531,0.2857142857142857,1
C304,22,Female,Delhi,15,44.64,713.28,Monthly,Debit Card,DSL,7,0,3,Standard,6,6,Yes,1.25,47.552,0.0,1
C305,51,Female,Pune,38,41.52,1616.55,Monthly,Debit Card,No Internet,1,4,10,Premium,7,58,Yes,3.1666666666666665,42.54078947368421,4.0,1
C306,43,Female,Delhi,32,109.28,3220.89,Yearly,Credit Card,DSL,3,0,18,Basic,5,13,No,2.6666666666666665,100.6528125,0.0,0
C307,28,Female,Bengaluru,43,102.06,4543.24,Monthly,Bank Transfer,No Internet,7,1,20,Standard,3,41,Yes,3.5833333333333335,105.65674418604651,0.14285714285714285,1
C308,19,Male,Chennai,9,40.31,370.31,Yearly,UPI,No Internet,0,1,10,Basic,3,33,Yes,0.75,41.14555555555555,1.0,1
C309,56,Male,Pune,6,82.62,493.45,Monthly,Bank Transfer,Fiber,6,4,6,Basic,10,52,Yes,0.5,82.24166666666666,0.6666666666666666,1
C310,57,Female,Hyderabad,47,112.62,5374.89,Yearly,UPI,Fiber,6,1,5,Standard,1,12,No,3.9166666666666665,114.35936170212767,0.16666666666666666,0
C311,50,Female,Hyderabad,39,70.21,2788.46,Monthly,UPI,No Internet,1,0,17,Premium,3,57,Yes,3.25,71.49897435897437,0.0,1
C312,70,Male,Kochi,34,108.11,3791.98,Monthly,Bank Transfer,Fiber,6,2,20,Standard,10,6,Yes,2.8333333333333335,111.52882352941177,0.3333333333333333,1
C313,34,Female,Mumbai,59,51.91,3247.32,2-Year,Bank Transfer,DSL,0,5,25,Basic,1,36,No,4.916666666666667,55.03932203389831,5.0,0
C314,51,Male,Kochi,42,101.41,4197.1,Monthly,UPI,Fiber,4,2,29,Standard,9,27,No,3.5,99.93095238095239,0.5,0
C315,57,Female,Kochi,49,77.45,3830.0,Monthly,Credit Card,DSL,8,3,10,Premium,5,36,Yes,4.083333333333333,78.16326530612245,0.375,1
C316,63,Female,Hyderabad,55,36.31,1910.7,2-Year,Credit Card,Fiber,8,3,27,Basic,6,51,No,4.583333333333333,34.74,0.375,0
C317,62,Male,Hyderabad,25,25.5,595.79,2-Year,Credit Card,DSL,6,0,4,Premium,5,14,No,2.0833333333333335,23.831599999999998,0.0,0
C318,56,Male,Kochi,60,83.33,5016.6,2-Year,UPI,Fiber,7,3,2,Premium,4,54,Yes,5.0,83.61,0.42857142857142855,1
C319,69,Female,Mumbai,3,73.5,227.5,Yearly,Credit Card,No Internet,5,1,22,Basic,1,10,No,0.25,75.83333333333333,0.2,0
C320,35,Female,Delhi,43,80.68,3479.09,Monthly,UPI,Fiber,4,5,28,Premium,9,58,Yes,3.5833333333333335,80.90906976744186,1.25,1
C321,40,Female,Mumbai,39,68.2,2618.93,2-Year,UPI,DSL,6,4,5,Basic,9,4,No,3.25,67.15205128205127,0.6666666666666666,0
C322,39,Male,Pune,57,100.37,5492.38,Monthly,Bank Transfer,DSL,7,1,26,Premium,6,49,Yes,4.75,96.35754385964913,0.14285714285714285,1
C323,47,Male,Coimbatore,8,61.35,513.47,Monthly,Credit Card,No Internet,3,2,15,Premium,6,33,Yes,0.6666666666666666,64.18375,0.6666666666666666,1
C324,62,Female,Mumbai,19,89.0,1777.87,Monthly,UPI,No Internet,7,2,13,Basic,4,57,Yes,1.5833333333333333,93.5721052631579,0.2857142857142857,1
C325,29,Male,Coimbatore,48,94.87,4825.34,Monthly,Credit Card,Fiber,3,4,13,Basic,3,49,Yes,4.0,100.52791666666667,1.3333333333333333,1
C326,23,Female,Chennai,49,116.01,6001.01,2-Year,Debit Card,No Internet,7,4,29,Standard,5,31,No,4.083333333333333,122.4695918367347,0.5714285714285714,0
C327,66,Female,Kochi,15,37.18,560.0,Yearly,Bank Transfer,DSL,0,4,13,Premium,7,55,No,1.25,37.333333333333336,4.0,0
C328,29,Female,Bengaluru,45,54.99,2279.92,Monthly,Credit Card,DSL,1,2,13,Premium,10,55,No,3.75,50.66488888888889,2.0,0
C329,53,Female,Mumbai,18,83.24,1466.18,Monthly,Bank Transfer,DSL,6,5,26,Basic,6,23,Yes,1.5,81.45444444444445,0.8333333333333334,1
C330,35,Female,Hyderabad,37,79.71,2821.19,Monthly,UPI,No Internet,3,4,15,Standard,7,12,No,3.0833333333333335,76.24837837837838,1.3333333333333333,0
C331,65,Male,Coimbatore,52,65.04,3184.28,Monthly,Debit Card,DSL,4,4,29,Standard,10,3,No,4.333333333333333,61.23615384615385,1.0,0
C332,62,Male,Chennai,14,70.27,1004.22,Yearly,Bank Transfer,No Internet,4,2,13,Standard,9,35,No,1.1666666666666667,71.73,0.5,0
C333,34,Female,Chennai,27,107.4,3114.67,Monthly,Credit Card,No Internet,8,1,26,Premium,5,22,Yes,2.25,115.35814814814815,0.125,1
C334,50,Female,Coimbatore,57,83.3,4720.56,Monthly,Credit Card,Fiber,5,3,22,Premium,10,36,Yes,4.75,82.81684210526316,0.6,1
C335,22,Male,Hyderabad,22,55.1,1171.73,Monthly,Debit Card,No Internet,6,2,30,Premium,8,49,Yes,1.8333333333333333,53.26045454545454,0.3333333333333333,1
C336,41,Female,Kochi,11,27.19,309.99,Monthly,Debit Card,No Internet,1,1,7,Premium,7,6,No,0.9166666666666666,28.180909090909093,1.0,0
C337,48,Male,Chennai,50,97.67,4557.87,Monthly,Debit Card,No Internet,1,5,30,Basic,7,19,Yes,4.166666666666667,91.1574,5.0,1
C338,65,Female,Coimbatore,41,75.04,2914.49,Monthly,UPI,No Internet,5,3,16,Standard,9,59,Yes,3.4166666666666665,71.0851219512195,0.6,1
C339,46,Male,Hyderabad,38,84.95,3298.27,Yearly,Bank Transfer,No Internet,8,2,13,Premium,8,34,No,3.1666666666666665,86.79657894736842,0.25,0
C340,23,Female,Pune,24,39.79,880.18,Monthly,Credit Card,DSL,7,4,2,Standard,8,60,Yes,2.0,36.674166666666665,0.5714285714285714,1
C341,37,Male,Kochi,52,46.97,2249.87,Monthly,Debit Card,Fiber,8,3,14,Standard,4,10,Yes,4.333333333333333,43.26673076923077,0.375,1
C342,59,Female,Kochi,15,65.11,935.95,Monthly,Debit Card,DSL,8,2,15,Premium,4,54,Yes,1.25,62.39666666666667,0.25,1
C343,26,Female,Bengaluru,41,68.01,2877.85,Monthly,Bank Transfer,Fiber,0,1,3,Standard,9,1,No,3.4166666666666665,70.19146341463414,1.0,0
C344,24,Female,Pune,9,94.08,810.52,Yearly,Credit Card,Fiber,3,2,15,Standard,5,50,Yes,0.75,90.05777777777777,0.6666666666666666,1
C345,41,Female,Chennai,22,96.3,1998.63,Monthly,Debit Card,DSL,8,3,7,Basic,4,57,Yes,1.8333333333333333,90.8468181818182,0.375,1
C346,70,Female,Chennai,8,92.89,729.42,2-Year,Bank Transfer,Fiber,0,1,16,Premium,2,33,Yes,0.6666666666666666,91.1775,1.0,1
C347,31,Female,Kochi,44,113.94,4739.52,2-Year,UPI,No Internet,8,0,10,Premium,8,40,No,3.6666666666666665,107.71636363636365,0.0,0
C348,41,Male,Mumbai,8,66.25,488.88,Monthly,Debit Card,No Internet,6,1,2,Basic,1,37,Yes,0.6666666666666666,61.11,0.16666666666666666,1
